holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume
None,280.15,0.0,0.0,90,Clouds,1,4063
None,279.78,0.0,0.0,90,Clouds,0,3364
None,279.65,0.0,0.0,75,Clouds,0,2971
None,279.22,0.0,0.0,40,Clouds,0,2450
None,279.06,0.0,0.0,40,Clouds,0,1832
None,278.81,0.0,0.0,90,Clouds,0,1231
None,278.55,0.0,0.0,90,Clouds,0,718
None,278.59,0.0,0.0,90,Clouds,0,545
None,276.99,0.0,0.0,75,Clouds,0,411
None,276.35,0.0,0.0,20,Clouds,0,688
None,275.4,0.0,0.0,1,Clear,0,1352
None,275.17,0.0,0.0,1,Clear,1,2072
None,274.99,0.0,0.0,1,Clear,1,3342
None,275.09,0.0,0.0,40,Clouds,1,4258
None,276.88,0.0,0.0,20,Clouds,0,4861
None,278.04,0.0,0.0,20,Clouds,0,5191
None,279.08,0.0,0.0,40,Clouds,0,5669
None,280.12,0.0,0.0,75,Clouds,0,5074
None,280.25,0.0,0.0,75,Clouds,0,5025
None,280.0,0.0,0.0,75,Clouds,0,5153
None,279.06,0.0,0.0,90,Clouds,0,5024
None,278.91,0.0,0.0,90,Clouds,1,4779
None,278.39,0.0,0.0,90,Clouds,1,4362
None,278.16,0.0,0.0,90,Clouds,1,3860
None,278.16,0.0,0.0,90,Clouds,0,3160
None,277.93,0.0,0.0,90,Clouds,0,2992
None,276.9,0.0,0.0,90,Clouds,0,3202
None,276.34,0.0,0.0,75,Clouds,0,1941
None,276.11,0.0,0.0,75,Clouds,0,1233
None,275.73,0.0,0.0,90,Clouds,0,323
None,275.65,0.0,0.0,90,Clouds,0,312
None,275.51,0.0,0.0,75,Clouds,0,627
None,275.05,0.0,0.0,90,Clouds,0,1508
None,274.77,0.0,0.0,90,Clouds,1,1539
None,274.77,0.0,0.0,75,Clouds,1,2232
None,275.55,0.0,0.0,75,Clouds,1,4568
None,276.24,0.0,0.0,75,Clouds,0,4624
None,277.01,0.0,0.0,90,Clouds,0,4529
None,277.43,0.0,0.0,90,Clouds,0,5139
None,278.45,0.0,0.0,90,Clouds,0,6640
None,279.27,0.0,0.0,90,Clouds,0,6589
None,279.27,0.0,0.0,90,Clouds,0,4429
None,279.44,0.0,0.0,90,Clouds,0,4329
None,279.32,0.0,0.0,90,Clouds,1,3833
None,279.27,0.0,0.0,90,Clouds,1,4015
None,278.11,0.0,0.0,90,Clouds,1,3382
None,276.79,0.0,0.0,75,Clouds,0,2815
None,275.73,0.0,0.0,90,Clouds,0,2110
None,274.88,0.0,0.0,75,Clouds,0,1555
None,273.92,0.0,0.0,20,Clouds,0,959
Columbus Day,273.08,0.0,0.0,20,Clouds,0,455
None,272.62,0.0,0.0,20,Clouds,0,336
None,271.78,0.0,0.0,1,Clear,0,265
None,271.05,0.0,0.0,1,Clear,0,314
None,270.63,0.0,0.0,1,Clear,0,779
None,270.33,0.0,0.0,1,Clear,0,2571
None,269.61,0.0,0.0,20,Clouds,0,5563
None,270.01,0.0,0.0,20,Clouds,1,6676
None,271.23,0.0,0.0,20,Clouds,1,5966
None,273.71,0.0,0.0,20,Clouds,1,4832
None,276.77,0.0,0.0,20,Clouds,0,4395
None,279.47,0.0,0.0,20,Clouds,0,4411
None,279.84,0.0,0.0,1,Clear,0,4648
None,282.34,0.0,0.0,40,Clouds,0,4602
None,282.94,0.0,0.0,40,Clouds,0,5125
None,283.48,0.0,0.0,1,Clear,0,5502
None,284.33,0.0,0.0,1,Clear,0,5979
None,284.48,0.0,0.0,40,Clouds,1,5663
None,284.23,0.0,0.0,40,Clouds,1,4259
None,281.99,0.0,0.0,20,Clouds,1,3069
None,279.81,0.0,0.0,1,Clear,0,2378
None,279.35,0.0,0.0,1,Clear,0,2030
None,278.9,0.0,0.0,1,Clear,0,1400
None,278.46,0.0,0.0,1,Clear,0,917
None,277.78,0.0,0.0,1,Clear,0,515
None,277.27,0.0,0.0,1,Clear,0,302
None,277.47,0.0,0.0,1,Clear,0,251
None,276.97,0.0,0.0,20,Clouds,0,798
None,276.52,0.0,0.0,40,Clouds,0,2678
None,276.6,0.0,0.0,40,Clouds,0,5733
None,277.31,0.0,0.0,75,Clouds,1,6449
None,278.38,0.0,0.0,90,Clouds,1,5765
None,279.35,0.0,0.0,90,Clouds,1,5599
None,281.37,0.0,0.0,90,Clouds,0,4534
None,283.11,0.0,0.0,90,Clouds,0,4691
None,284.08,0.0,0.0,75,Clouds,0,5067
None,285.14,0.0,0.0,75,Clouds,0,5030
None,286.35,0.0,0.0,90,Clouds,0,5300
None,287.23,0.0,0.0,100,Rain,0,5777
None,288.53,0.0,0.0,90,Clouds,0,6349
None,290.37,0.0,0.0,90,Clouds,1,6127
None,290.13,0.0,0.0,90,Clouds,1,4460
None,288.86,0.0,0.0,75,Clouds,1,3418
None,287.36,0.0,0.0,90,Clouds,0,2775
None,285.11,0.0,0.0,90,Clouds,0,2306
None,283.46,0.0,0.0,90,Clouds,0,1846
None,282.45,0.0,0.0,90,Clouds,0,947
None,281.88,0.0,0.0,90,Clouds,0,494
None,281.78,0.0,0.0,90,Clouds,0,332
None,281.09,0.0,0.0,75,Clouds,0,261
None,281.17,0.0,0.0,90,Clouds,0,361
None,281.25,0.0,0.0,92,Clear,0,5875
None,281.25,0.0,0.0,99,Rain,1,6793
None,281.25,0.0,0.0,99,Drizzle,1,6793
None,280.1,0.0,0.0,99,Rain,1,6283
None,280.1,0.0,0.0,99,Drizzle,1,6283
None,279.61,0.0,0.0,99,Rain,1,5680
None,279.61,0.0,0.0,99,Drizzle,1,5680
None,279.67,0.0,0.0,99,Clear,0,4632
None,280.19,0.0,0.0,1,Clear,0,4887
None,282.09,0.0,0.0,75,Clouds,0,5030
None,282.26,0.0,0.0,75,Clouds,0,5067
None,282.05,0.0,0.0,90,Clouds,0,5227
None,281.59,0.0,0.0,90,Clouds,0,5610
None,281.23,0.0,0.0,81,Clear,0,6286
None,282.6,0.0,0.0,81,Clear,1,4775
None,282.6,0.0,0.0,81,Clear,1,3340
None,282.6,0.0,0.0,81,Clear,0,3013
None,282.6,0.0,0.0,81,Clear,0,2603
None,282.6,0.0,0.0,81,Clear,0,1910
None,282.6,0.0,0.0,81,Clear,0,1037
None,273.9,0.0,0.0,1,Clear,0,347
None,274.4,0.0,0.0,75,Clouds,0,350
None,274.05,0.0,0.0,75,Clouds,0,850
None,273.71,0.0,0.0,40,Clouds,0,2791
None,272.66,0.0,0.0,1,Clear,0,5809
None,272.65,0.0,0.0,1,Clear,1,6798
None,272.52,0.0,0.0,1,Clear,1,6304
None,275.19,0.0,0.0,20,Clouds,1,5291
None,275.34,0.0,0.0,1,Clear,0,4638
None,284.1,0.0,0.0,50,Clear,0,5557
None,284.1,0.0,0.0,50,Clear,0,5818
None,283.78,0.0,0.0,75,Clouds,0,6272
None,283.52,0.0,0.0,75,Clouds,1,5944
None,283.32,0.0,0.0,90,Clouds,1,4949
None,282.06,0.0,0.0,90,Clouds,1,3511
None,281.95,0.0,0.0,90,Clouds,0,3039
None,281.81,0.0,0.0,90,Clouds,0,2679
None,282.16,0.0,0.0,90,Clouds,0,2094
None,282.53,0.0,0.0,90,Clouds,0,1284
None,283.91,0.0,0.0,90,Clouds,0,630
None,284.64,0.0,0.0,90,Clouds,0,410
None,284.61,0.0,0.0,90,Clouds,0,331
None,283.18,0.0,0.0,72,Drizzle,0,372
None,282.26,0.0,0.0,72,Rain,0,739
None,280.77,0.0,0.0,72,Drizzle,0,2561
None,278.53,0.0,0.0,75,Clouds,0,5586
None,277.64,0.0,0.0,75,Clouds,1,6992
None,277.9,0.0,0.0,90,Clouds,1,5860
None,278.18,0.0,0.0,90,Clouds,1,5230
None,279.29,0.0,0.0,75,Clouds,0,4864
None,280.45,0.0,0.0,75,Clouds,0,5146
None,280.95,0.0,0.0,40,Clouds,0,5526
None,281.74,0.0,0.0,40,Clouds,0,5383
None,281.84,0.0,0.0,75,Clouds,0,5758
None,282.45,0.0,0.0,75,Clouds,0,5889
None,282.2,0.0,0.0,75,Clouds,0,6057
None,281.54,0.0,0.0,40,Clouds,1,6028
None,280.21,0.0,0.0,20,Clouds,1,5257
None,282.2,0.0,0.0,56,Clear,0,1897
None,272.58,0.0,0.0,1,Clear,0,1335
None,272.06,0.0,0.0,1,Clear,0,769
None,270.99,0.0,0.0,1,Clear,0,570
None,270.29,0.0,0.0,20,Clouds,0,413
None,269.48,0.0,0.0,1,Clear,0,399
None,269.27,0.0,0.0,1,Clear,0,740
None,268.91,0.0,0.0,1,Clear,0,1420
None,268.98,0.0,0.0,75,Clouds,1,2220
None,269.23,0.0,0.0,40,Clouds,1,3479
None,272.61,0.0,0.0,40,Clouds,1,4546
None,276.78,0.0,0.0,20,Clouds,0,4579
None,279.22,0.0,0.0,1,Clear,0,4438
None,280.35,0.0,0.0,1,Clear,0,4623
None,281.81,0.0,0.0,1,Clear,0,4440
None,283.05,0.0,0.0,1,Clear,0,4495
None,283.96,0.0,0.0,1,Clear,0,4483
None,284.53,0.0,0.0,1,Clear,0,4591
None,284.44,0.0,0.0,1,Clear,1,4477
None,283.64,0.0,0.0,1,Clear,1,4221
None,281.85,0.0,0.0,20,Clouds,1,3672
None,281.38,0.0,0.0,1,Clear,0,3015
None,281.84,0.0,0.0,75,Clouds,0,2769
None,282.23,0.0,0.0,90,Clouds,0,2875
None,282.18,0.0,0.0,90,Clouds,0,1931
None,282.49,0.0,0.0,90,Clouds,0,1309
None,282.54,0.0,0.0,90,Clouds,0,870
None,282.58,0.0,0.0,90,Clouds,0,654
None,282.23,0.0,0.0,90,Clouds,0,364
None,282.08,0.0,0.0,90,Clouds,0,262
None,282.23,0.0,0.0,90,Clouds,0,505
None,282.24,0.0,0.0,90,Clouds,0,861
None,282.24,0.0,0.0,90,Clouds,1,1132
None,282.24,0.0,0.0,57,Mist,1,1797
None,282.43,0.0,0.0,57,Drizzle,1,2685
None,282.43,0.0,0.0,57,Mist,1,2685
None,282.43,0.0,0.0,57,Haze,1,2685
None,282.33,0.0,0.0,57,Drizzle,0,3370
None,282.33,0.0,0.0,57,Mist,0,3370
None,282.82,0.0,0.0,57,Drizzle,0,3662
None,282.82,0.0,0.0,57,Mist,0,3662
None,283.33,0.0,0.0,57,Mist,0,4076
None,283.33,0.0,0.0,57,Rain,0,4076
None,283.33,0.0,0.0,57,Drizzle,0,4076
None,283.75,0.0,0.0,93,Rain,0,4128
None,283.75,0.0,0.0,93,Mist,0,4128
None,283.75,0.0,0.0,93,Drizzle,0,4128
None,284.09,0.0,0.0,93,Mist,0,4358
None,284.09,0.0,0.0,93,Rain,0,4358
None,284.09,0.0,0.0,93,Drizzle,0,4358
None,284.55,0.0,0.0,93,Mist,0,4342
None,284.55,0.0,0.0,93,Rain,0,4342
None,284.68,0.0,0.0,93,Mist,0,4234
None,284.64,0.0,0.0,93,Rain,1,4271
None,284.64,0.0,0.0,93,Mist,1,4271
None,284.4,0.0,0.0,93,Mist,1,4080
None,284.17,0.0,0.0,93,Mist,1,3453
None,284.03,0.0,0.0,93,Mist,0,2718
None,283.58,0.0,0.0,93,Mist,0,2439
None,283.04,0.0,0.0,93,Mist,0,1819
None,281.95,0.0,0.0,93,Mist,0,1002
None,281.95,0.0,0.0,93,Fog,0,1002
None,281.61,0.0,0.0,93,Mist,0,542
None,281.61,0.0,0.0,93,Fog,0,542
None,281.57,0.0,0.0,85,Fog,0,303
None,281.42,0.0,0.0,85,Fog,0,239
None,281.29,0.0,0.0,85,Mist,0,335
None,281.29,0.0,0.0,85,Fog,0,335
None,281.02,0.0,0.0,85,Mist,0,810
None,281.02,0.0,0.0,85,Fog,0,810
None,280.82,0.0,0.0,85,Mist,0,2606
None,280.82,0.0,0.0,85,Fog,0,2606
None,280.39,0.0,0.0,85,Mist,0,5714
None,280.19,0.0,0.0,100,Mist,1,6798
None,279.82,0.0,0.0,100,Mist,1,6114
None,279.75,0.0,0.0,100,Mist,1,5094
None,280.07,0.0,0.0,100,Mist,0,4473
None,280.32,0.0,0.0,90,Clouds,0,4529
None,281.72,0.0,0.0,100,Clear,0,4823
None,284.01,0.0,0.0,40,Clouds,0,4872
None,285.88,0.0,0.0,1,Clear,0,5238
None,286.87,0.0,0.0,1,Clear,0,5584
None,287.6,0.0,0.0,20,Clouds,0,6246
None,287.27,0.0,0.0,20,Clouds,1,5957
None,286.18,0.0,0.0,20,Clouds,1,4535
None,285.2,0.0,0.0,75,Clouds,1,3234
None,284.68,0.0,0.0,75,Clouds,0,2677
None,284.49,0.0,0.0,90,Clouds,0,2077
None,283.54,0.0,0.0,20,Clouds,0,1380
None,282.33,0.0,0.0,75,Clouds,0,927
None,281.21,0.0,0.0,20,Clouds,0,500
None,279.87,0.0,0.0,1,Clear,0,324
None,278.93,0.0,0.0,1,Clear,0,257
None,277.91,0.0,0.0,1,Clear,0,354
None,277.21,0.0,0.0,1,Clear,0,769
None,276.61,0.0,0.0,1,Clear,0,2769
None,276.11,0.0,0.0,1,Clear,0,5789
None,274.81,0.0,0.0,20,Clouds,1,7055
None,274.99,0.0,0.0,20,Clouds,1,6408
None,277.91,0.0,0.0,20,Clouds,1,5254
None,280.71,0.0,0.0,20,Clouds,0,4547
None,283.85,0.0,0.0,20,Clouds,0,4784
None,286.01,0.0,0.0,40,Clouds,0,5015
None,286.31,0.0,0.0,1,Clear,0,5057
None,288.15,0.0,0.0,75,Clouds,0,5430
None,289.15,0.0,0.0,75,Clouds,0,5813
None,288.99,0.0,0.0,75,Clouds,0,6496
None,288.86,0.0,0.0,75,Clouds,1,6429
None,288.16,0.0,0.0,90,Clouds,1,5142
None,287.28,0.0,0.0,68,Rain,1,3311
None,287.04,0.0,0.0,90,Clouds,0,2777
None,286.9,0.0,0.0,90,Clouds,0,2331
None,287.09,0.0,0.0,90,Clouds,0,1767
None,287.09,0.0,0.0,90,Clouds,0,1093
None,286.89,0.0,0.0,75,Clouds,0,554
None,286.93,0.0,0.0,75,Clouds,0,333
None,286.93,0.0,0.0,90,Clouds,0,267
None,287.07,0.0,0.0,90,Clouds,0,358
None,286.56,0.0,0.0,75,Clouds,0,777
None,285.91,0.0,0.0,90,Clouds,0,2732
None,285.29,0.0,0.0,90,Clouds,0,5637
None,284.92,0.0,0.0,75,Clouds,1,5564
None,285.35,0.0,0.0,75,Clouds,1,6274
None,285.72,0.0,0.0,100,Rain,1,5403
None,285.72,0.0,0.0,100,Rain,1,5403
None,287.09,0.0,0.0,75,Clouds,0,4680
None,288.31,0.0,0.0,75,Clouds,0,4642
None,288.61,0.0,0.0,1,Clear,0,4979
None,290.32,0.0,0.0,1,Clear,0,4851
None,291.36,0.0,0.0,1,Clear,0,4291
None,292.01,0.0,0.0,1,Clear,0,4714
None,292.61,0.0,0.0,1,Clear,0,6723
None,292.65,0.0,0.0,1,Clear,1,6180
None,290.52,0.0,0.0,40,Clouds,1,4843
None,288.35,0.0,0.0,40,Clouds,1,3435
None,286.72,0.0,0.0,40,Clouds,0,2921
None,285.49,0.0,0.0,40,Clouds,0,2763
None,284.22,0.0,0.0,20,Clouds,0,1930
None,283.8,0.0,0.0,20,Clouds,0,1160
None,283.72,0.0,0.0,20,Clouds,0,654
None,282.8,0.0,0.0,40,Clouds,0,374
None,282.32,0.0,0.0,99,Mist,0,301
None,282.38,0.0,0.0,99,Mist,0,397
None,282.76,0.0,0.0,90,Clouds,0,794
None,282.88,0.0,0.0,99,Mist,0,2564
None,284.18,0.0,0.0,75,Clouds,0,5358
None,284.69,0.0,0.0,90,Clouds,1,6441
None,285.0,0.0,0.0,90,Clouds,1,5536
None,286.9,0.0,0.0,99,Rain,1,5256
None,288.35,0.0,0.0,90,Clouds,0,4619
None,289.59,0.0,0.0,90,Clouds,0,5107
None,288.27,0.0,0.0,99,Rain,0,5147
None,286.41,0.0,0.0,90,Clouds,0,5283
None,285.96,0.0,0.0,90,Clouds,0,5704
None,287.04,0.0,0.0,90,Clouds,0,5887
None,287.18,0.0,0.0,90,Clouds,0,6307
None,286.94,0.0,0.0,90,Clouds,1,5953
None,286.01,0.0,0.0,90,Clouds,1,4519
None,284.67,0.0,0.0,100,Drizzle,1,3427
None,283.44,0.0,0.0,100,Rain,0,2921
None,282.51,0.0,0.0,100,Drizzle,0,2649
None,281.9,0.0,0.0,90,Clouds,0,2005
None,281.85,0.0,0.0,90,Clouds,0,1177
None,281.28,0.0,0.0,90,Clouds,0,699
None,280.97,0.0,0.0,87,Mist,0,436
None,280.44,0.0,0.0,87,Drizzle,0,353
None,280.44,0.0,0.0,87,Mist,0,353
None,280.02,0.0,0.0,87,Mist,0,399
None,279.79,0.0,0.0,87,Drizzle,0,720
None,279.79,0.0,0.0,87,Mist,0,720
None,279.79,0.0,0.0,87,Rain,0,720
None,279.79,0.0,0.0,87,Drizzle,0,720
None,279.74,0.0,0.0,87,Mist,0,2370
None,279.74,0.0,0.0,87,Rain,0,2370
None,279.65,0.0,0.0,87,Drizzle,0,5162
None,279.65,0.0,0.0,87,Mist,0,5162
None,279.65,0.0,0.0,87,Rain,0,5162
None,279.45,0.0,0.0,91,Mist,1,5777
None,279.45,0.0,0.0,91,Rain,1,5777
None,279.22,0.0,0.0,91,Drizzle,1,5235
None,279.22,0.0,0.0,91,Mist,1,5235
None,279.22,0.0,0.0,91,Rain,1,5235
None,279.35,0.0,0.0,91,Rain,1,4606
None,279.35,0.0,0.0,91,Mist,1,4606
None,279.92,0.0,0.0,91,Mist,0,4328
None,280.44,0.0,0.0,90,Clouds,0,4282
None,281.0,0.0,0.0,90,Clouds,0,4489
None,281.51,0.0,0.0,90,Clouds,0,4908
None,281.93,0.0,0.0,92,Mist,0,5620
None,281.94,0.0,0.0,92,Mist,0,5849
None,281.94,0.0,0.0,92,Drizzle,0,5849
None,282.27,0.0,0.0,92,Rain,0,4945
None,282.41,0.0,0.0,92,Rain,1,4619
None,282.21,0.0,0.0,90,Clouds,1,4479
None,281.69,0.0,0.0,75,Clouds,1,3804
None,281.26,0.0,0.0,90,Clouds,0,2908
None,280.66,0.0,0.0,92,Mist,0,2942
None,280.43,0.0,0.0,92,Drizzle,0,3077
None,280.43,0.0,0.0,92,Drizzle,0,3077
None,280.1,0.0,0.0,92,Mist,0,2051
None,280.1,0.0,0.0,92,Rain,0,2051
None,280.1,0.0,0.0,92,Drizzle,0,2051
None,280.06,0.0,0.0,92,Rain,0,1270
None,280.06,0.0,0.0,92,Rain,0,1270
None,280.28,0.0,0.0,96,Drizzle,0,773
None,280.28,0.0,0.0,96,Rain,0,773
None,280.38,0.0,0.0,96,Drizzle,0,589
None,280.62,0.0,0.0,96,Drizzle,0,432
None,280.62,0.0,0.0,96,Mist,0,432
None,280.91,0.0,0.0,96,Mist,0,401
None,280.91,0.0,0.0,96,Drizzle,0,401
None,280.91,0.0,0.0,96,Rain,0,401
None,280.96,0.0,0.0,96,Rain,0,759
None,280.96,0.0,0.0,96,Mist,0,759
None,280.96,0.0,0.0,96,Drizzle,0,759
None,281.13,0.0,0.0,96,Rain,0,1313
None,281.13,0.0,0.0,96,Mist,0,1313
None,281.13,0.0,0.0,96,Drizzle,0,1313
None,281.28,0.0,0.0,100,Rain,1,1824
None,281.28,0.0,0.0,100,Mist,1,1824
None,281.28,0.0,0.0,100,Drizzle,1,1824
None,281.19,0.0,0.0,100,Rain,1,2787
None,281.19,0.0,0.0,100,Mist,1,2787
None,281.19,0.0,0.0,100,Drizzle,1,2787
None,281.7,0.0,0.0,100,Rain,1,3713
None,281.7,0.0,0.0,100,Drizzle,1,3713
None,281.7,0.0,0.0,100,Mist,1,3713
None,281.7,0.0,0.0,100,Drizzle,1,3713
None,282.02,0.0,0.0,100,Rain,0,3815
None,282.02,0.0,0.0,100,Drizzle,0,3815
None,282.02,0.0,0.0,100,Mist,0,3815
None,282.02,0.0,0.0,100,Rain,0,3815
None,282.35,0.0,0.0,100,Rain,0,4339
None,282.35,0.0,0.0,100,Mist,0,4339
None,282.35,0.0,0.0,100,Drizzle,0,4339
None,282.71,0.0,0.0,100,Rain,0,4613
None,282.71,0.0,0.0,100,Mist,0,4613
None,282.71,0.0,0.0,100,Rain,0,4613
None,282.71,0.0,0.0,100,Rain,0,4613
None,283.31,0.0,0.0,48,Rain,0,4507
None,283.79,0.0,0.0,90,Clouds,0,4452
None,284.2,0.0,0.0,75,Clouds,0,4636
None,284.32,0.0,0.0,90,Clouds,0,4810
None,284.13,0.0,0.0,75,Clouds,1,5125
None,283.14,0.0,0.0,40,Clouds,1,4337
None,281.4,0.0,0.0,40,Clouds,1,3644
None,280.47,0.0,0.0,20,Clouds,0,3107
None,279.52,0.0,0.0,20,Clouds,0,2929
None,278.85,0.0,0.0,48,Mist,0,2865
None,278.12,0.0,0.0,48,Fog,0,2340
None,277.94,0.0,0.0,48,Mist,0,1372
None,275.93,0.0,0.0,60,Fog,1,1928
None,275.93,0.0,0.0,60,Mist,1,1928
None,284.09,0.0,0.0,75,Clouds,1,4695
None,282.6,0.0,0.0,75,Clouds,1,4335
None,281.72,0.0,0.0,90,Clouds,0,1583
None,281.26,0.0,0.0,90,Clouds,0,959
None,281.29,0.0,0.0,75,Clouds,0,498
None,281.01,0.0,0.0,75,Clouds,0,306
None,280.57,0.0,0.0,40,Clouds,0,259
None,280.54,0.0,0.0,75,Clouds,0,324
None,279.37,0.0,0.0,8,Mist,0,806
None,279.18,0.0,0.0,8,Mist,0,2622
None,279.05,0.0,0.0,8,Mist,0,5456
None,282.7,0.0,0.0,38,Clear,0,4324
None,286.17,0.0,0.0,40,Clouds,0,4378
None,288.61,0.0,0.0,75,Clouds,0,4639
None,290.59,0.0,0.0,20,Clouds,0,4546
None,292.21,0.0,0.0,75,Clouds,0,5006
None,293.56,0.0,0.0,75,Clouds,0,5361
None,293.43,0.0,0.0,40,Clouds,0,6101
None,293.4,0.0,0.0,40,Clouds,1,5781
None,291.47,0.0,0.0,20,Clouds,1,4272
None,289.17,0.0,0.0,20,Clouds,1,3091
None,287.28,0.0,0.0,1,Clear,0,2434
None,286.1,0.0,0.0,1,Clear,0,1984
None,285.45,0.0,0.0,75,Clouds,0,1383
None,285.33,0.0,0.0,90,Clouds,0,959
None,285.07,0.0,0.0,90,Clouds,0,511
None,284.58,0.0,0.0,90,Clouds,0,346
None,283.88,0.0,0.0,75,Clouds,0,253
None,283.55,0.0,0.0,75,Clouds,0,349
None,282.85,0.0,0.0,20,Clouds,0,807
None,282.42,0.0,0.0,20,Clouds,0,2669
None,282.13,0.0,0.0,75,Clouds,0,5210
None,281.85,0.0,0.0,40,Clouds,1,6083
None,281.85,0.0,0.0,20,Clouds,1,5790
None,283.07,0.0,0.0,75,Clouds,1,5484
None,284.53,0.0,0.0,90,Clouds,0,4407
None,285.6,0.0,0.0,75,Clouds,0,4725
None,286.63,0.0,0.0,90,Clouds,0,4826
None,286.75,0.0,0.0,99,Rain,0,4945
None,287.97,0.0,0.0,90,Clouds,0,5065
None,288.54,0.0,0.0,99,Thunderstorm,0,5618
None,288.72,0.0,0.0,90,Clouds,0,6094
None,288.53,0.0,0.0,90,Clouds,1,5844
None,288.16,0.0,0.0,90,Clouds,1,4649
None,287.59,0.0,0.0,90,Clouds,1,3180
None,287.21,0.0,0.0,90,Clouds,0,2963
None,286.29,0.0,0.0,90,Clouds,0,2450
None,285.7,0.0,0.0,90,Clouds,0,1613
None,285.61,0.0,0.0,90,Clouds,0,1021
None,285.37,0.0,0.0,99,Drizzle,0,580
None,285.37,0.0,0.0,99,Mist,0,580
None,285.51,0.0,0.0,90,Clouds,0,298
None,285.6,0.0,0.0,100,Haze,0,261
None,285.99,0.0,0.0,100,Mist,0,408
None,285.99,0.0,0.0,100,Haze,0,408
None,285.94,0.0,0.0,100,Mist,0,793
None,285.94,0.0,0.0,100,Thunderstorm,0,793
None,285.97,0.0,0.0,90,Mist,0,2643
